season,match_id,match_name,home_team,away_team,venue,city,country,current_innings,innings_id,name,fullName,runs,ballsFaced,fours,sixes,strikeRate,isNotOut,runningScore,runningOver,captain or not
2023,1359475,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,CSK,1,DP Conway,Devon Conway,1,6,0,0,16.66,out, 1/ 14,2.2,Player
2023,1359475,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,CSK,1,RD Gaikwad,Ruturaj Gaikwad,92,50,4,9,184,out, 5/ 151,17.1,Player
2023,1359475,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,CSK,1,MM Ali,Moeen Ali,23,17,4,1,135.29,out, 2/ 50,5.5,Player
2023,1359475,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,CSK,1,BA Stokes,Ben Stokes,7,6,1,0,116.66,out, 3/ 70,7.4,Player
2023,1359475,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,CSK,1,AT Rayudu,Ambati Rayudu,12,12,0,1,100,out, 4/ 121,12.5,Player
2023,1359475,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,CSK,1,S Dube,Shivam Dube,19,18,0,1,105.55,out, 7/ 163,18.3,Player
2023,1359475,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,CSK,1,RA Jadeja,Ravindra Jadeja,1,2,0,0,50,out, 6/ 153,17.4,Player
2023,1359475,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,CSK,1,MS Dhoni,MS Dhoni,14,7,1,1,200,notout,,,Captain
2023,1359475,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,CSK,1,MJ Santner,Mitchell Santner,1,3,0,0,33.33,notout,,,Player
2023,1359475,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,GT,2,WP Saha,Wriddhiman Saha,25,16,2,2,156.25,out, 1/ 37,3.5,Player
2023,1359475,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,GT,2,Shubman Gill,Shubman Gill,63,36,6,3,175,out, 4/ 138,14.6,Player
2023,1359475,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,GT,2,B Sai Sudharsan,Sai Sudharsan,22,17,3,0,129.41,out, 2/ 90,9.3,Player
2023,1359475,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,GT,2,HH Pandya,Hardik Pandya,8,11,0,0,72.72,out, 3/ 111,12.1,Captain
2023,1359475,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,GT,2,V Shankar,Vijay Shankar,27,21,2,1,128.57,out, 5/ 156,17.6,Player
2023,1359475,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,GT,2,R Tewatia,Rahul Tewatia,15,14,1,1,107.14,notout,,,Player
2023,1359475,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,GT,2,Rashid Khan,Rashid Khan,10,3,1,1,333.33,notout,,,Player
2023,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,PBKS,1,Prabhsimran Singh,Prabhsimran Singh,23,12,2,2,191.66,out, 1/ 23,1.6,Player
2023,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,PBKS,1,S Dhawan,Shikhar Dhawan,40,29,6,0,137.93,out, 4/ 143,14.3,Captain
2023,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,PBKS,1,PBB Rajapaksa,Bhanuka Rajapaksa,50,32,5,2,156.25,out, 2/ 109,10.6,Player
2023,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,PBKS,1,JM Sharma,Jitesh Sharma,21,11,1,2,190.9,out, 3/ 135,13.3,Player
2023,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,PBKS,1,Sikandar Raza,Sikandar Raza,16,13,1,1,123.07,out, 5/ 168,17.5,Player
2023,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,PBKS,1,SM Curran,Sam Curran,26,17,0,2,152.94,notout,,,Player
2023,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,PBKS,1,M Shahrukh Khan,M Shahrukh Khan,11,7,2,0,157.14,notout,,,Player
2023,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,KKR,2,Mandeep Singh,Mandeep Singh,2,4,0,0,50,out, 1/ 13,1.1,Player
2023,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,KKR,2,Rahmanullah Gurbaz,Rahmanullah Gurbaz,22,16,3,1,137.5,out, 3/ 29,4.2,Player
2023,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,KKR,2,AS Roy,Anukul Roy,4,5,1,0,80,out, 2/ 17,1.6,Player
2023,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,KKR,2,VR Iyer,Venkatesh Iyer,34,28,3,1,121.42,out, 7/ 138,15.3,Player
2023,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,KKR,2,N Rana,Nitish Rana,24,17,3,1,141.17,out, 4/ 75,9.2,Captain
2023,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,KKR,2,RK Singh,Rinku Singh,4,4,0,0,100,out, 5/ 80,10.1,Player
2023,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,KKR,2,AD Russell,Andre Russell,35,19,3,2,184.21,out, 6/ 130,14.5,Player
2023,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,KKR,2,SN Thakur,Shardul Thakur,8,3,0,1,266.66,notout,,,Player
2023,1359476,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,KKR,2,SP Narine,Sunil Narine,7,2,0,1,350,notout,,,Player
2023,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,KL Rahul,KL Rahul,8,12,0,1,66.66,out, 1/ 19,3.6,Captain
2023,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,KR Mayers,Kyle Mayers,73,38,2,7,192.1,out, 3/ 100,11.3,Player
2023,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,DJ Hooda,Deepak Hooda,17,18,0,0,94.44,out, 2/ 98,10.6,Player
2023,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,KH Pandya,Krunal Pandya,15,13,0,1,115.38,notout,,,Player
2023,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,MP Stoinis,Marcus Stoinis,12,10,0,1,120,out, 4/ 117,14.1,Player
2023,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,N Pooran,Nicholas Pooran,36,21,2,3,171.42,out, 5/ 165,18.3,Player
2023,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,A Badoni,Ayush Badoni,18,7,1,2,257.14,out, 6/ 187,19.5,Player
2023,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,K Gowtham,Krishnappa Gowtham,6,1,0,1,600,notout,,,Player
2023,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,DC,2,PP Shaw,Prithvi Shaw,12,9,2,0,133.33,out, 1/ 41,4.3,Player
2023,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,DC,2,DA Warner,David Warner,56,48,7,0,116.66,out, 7/ 113,15.6,Captain
2023,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,DC,2,MR Marsh,Mitchell Marsh,0,1,0,0,0,out, 2/ 41,4.4,Player
2023,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,DC,2,SN Khan,Sarfaraz Khan,4,9,1,0,44.44,out, 3/ 48,6.6,Player
2023,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,DC,2,RR Rossouw,Rilee Rossouw,30,20,3,1,150,out, 4/ 86,11.6,Player
2023,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,DC,2,R Powell,Rovman Powell,1,3,0,0,33.33,out, 5/ 94,13.4,Player
2023,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,DC,2,Aman Hakim Khan,Aman Hakim Khan,4,5,0,0,80,out, 6/ 112,15.3,Player
2023,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,DC,2,AR Patel,Axar Patel,16,11,1,1,145.45,out, 8/ 139,19.1,Player
2023,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,DC,2,Kuldeep Yadav,Kuldeep Yadav,6,10,0,0,60,notout,,,Player
2023,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,DC,2,C Sakariya,Chetan Sakariya,4,4,1,0,100,out, 9/ 143,19.5,Player
2023,1359477,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,DC,2,Mukesh Kumar,Mukesh Kumar,0,1,0,0,0,notout,,,Player
2023,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,RR,1,YBK Jaiswal,Yashasvi Jaiswal,54,37,9,0,145.94,out, 2/ 139,12.3,Player
2023,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,RR,1,JC Buttler,Jos Buttler,54,22,7,3,245.45,out, 1/ 85,5.5,Player
2023,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,RR,1,SV Samson,Sanju Samson,55,32,3,4,171.87,out, 5/ 187,18.3,Captain
2023,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,RR,1,D Padikkal,Devdutt Padikkal,2,5,0,0,40,out, 3/ 151,14.1,Player
2023,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,RR,1,R Parag,Riyan Parag,7,6,1,0,116.66,out, 4/ 170,16.1,Player
2023,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,RR,1,SO Hetmyer,Shimron Hetmyer,22,16,1,1,137.5,notout,,,Player
2023,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,RR,1,R Ashwin,Ravichandran Ashwin,1,2,0,0,50,notout,,,Player
2023,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,SRH,2,Abhishek Sharma,Abhishek Sharma,0,3,0,0,0,out, 1/ 0,0.3,Player
2023,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,SRH,2,MA Agarwal,Mayank Agarwal,27,23,3,0,117.39,out, 6/ 52,10.6,Player
2023,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,SRH,2,RA Tripathi,Rahul Tripathi,0,2,0,0,0,out, 2/ 0,0.5,Player
2023,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,SRH,2,HC Brook,Harry Brook,13,21,1,0,61.9,out, 3/ 34,6.6,Player
2023,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,SRH,2,Washington Sundar,Washington Sundar,1,5,0,0,20,out, 4/ 39,8.2,Player
2023,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,SRH,2,GD Phillips,Glenn Phillips,8,6,0,1,133.33,out, 5/ 48,9.3,Player
2023,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,SRH,2,Abdul Samad,Abdul Samad,32,32,2,1,100,notout,,,Player
2023,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,SRH,2,AU Rashid,Adil Rashid,18,13,1,1,138.46,out, 7/ 81,13.6,Player
2023,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,SRH,2,B Kumar,Bhuvneshwar Kumar,6,10,0,0,60,out, 8/ 95,17.5,Captain
2023,1359478,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,SRH,2,Umran Malik,Umran Malik,19,8,1,2,237.5,notout,,,Player
2023,1359479,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,MI,1,RG Sharma,Rohit Sharma,1,10,0,0,10,out, 3/ 20,5.2,Captain
2023,1359479,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,MI,1,Ishan Kishan,Ishan Kishan,10,13,2,0,76.92,out, 1/ 11,2.3,Player
2023,1359479,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,MI,1,C Green,Cameron Green,5,4,1,0,125,out, 2/ 16,3.3,Player
2023,1359479,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,MI,1,SA Yadav,Suryakumar Yadav,15,16,1,0,93.75,out, 4/ 48,8.5,Player
2023,1359479,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,MI,1,NT Tilak Varma,Tilak Varma,84,46,9,4,182.6,notout,,,Player
2023,1359479,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,MI,1,N Wadhera,Nehal Wadhera,21,13,1,2,161.53,out, 5/ 98,13.5,Player
2023,1359479,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,MI,1,TH David,Tim David,4,7,0,0,57.14,out, 6/ 105,15.3,Player
2023,1359479,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,MI,1,HR Shokeen,Hrithik Shokeen,5,3,1,0,166.66,out, 7/ 123,17.1,Player
2023,1359479,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,MI,1,Arshad Khan,Arshad Khan,15,9,0,1,166.66,notout,,,Player
2023,1359479,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,RCB,2,V Kohli,Virat Kohli,82,49,6,5,167.34,notout,,,Player
2023,1359479,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,RCB,2,F du Plessis,Faf du Plessis,73,43,5,6,169.76,out, 1/ 148,14.5,Captain
2023,1359479,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,RCB,2,KD Karthik,Dinesh Karthik,0,3,0,0,0,out, 2/ 149,15.3,Player
2023,1359479,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,RCB,2,GJ Maxwell,Glenn Maxwell,12,3,0,2,400,notout,,,Player
2023,1359480,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,CSK,1,RD Gaikwad,Ruturaj Gaikwad,57,31,3,4,183.87,out, 1/ 110,9.1,Player
2023,1359480,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,CSK,1,DP Conway,Devon Conway,47,29,5,2,162.06,out, 2/ 118,10.2,Player
2023,1359480,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,CSK,1,S Dube,Shivam Dube,27,16,1,3,168.75,out, 3/ 150,13.5,Player
2023,1359480,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,CSK,1,MM Ali,Moeen Ali,19,13,3,0,146.15,out, 4/ 166,15.2,Player
2023,1359480,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,CSK,1,BA Stokes,Ben Stokes,8,8,1,0,100,out, 5/ 178,16.6,Player
2023,1359480,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,CSK,1,AT Rayudu,Ambati Rayudu,27,14,2,2,192.85,notout,,,Player
2023,1359480,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,CSK,1,RA Jadeja,Ravindra Jadeja,3,6,0,0,50,out, 6/ 203,19.1,Player
2023,1359480,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,CSK,1,MS Dhoni,MS Dhoni,12,3,0,2,400,out, 7/ 215,19.4,Captain
2023,1359480,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,CSK,1,MJ Santner,Mitchell Santner,1,1,0,0,100,notout,,,Player
2023,1359480,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,LSG,2,KL Rahul,KL Rahul,20,18,2,0,111.11,out, 3/ 82,7.2,Captain
2023,1359480,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,LSG,2,KR Mayers,Kyle Mayers,53,22,8,2,240.9,out, 1/ 79,5.3,Player
2023,1359480,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,LSG,2,DJ Hooda,Deepak Hooda,2,6,0,0,33.33,out, 2/ 82,6.6,Player
2023,1359480,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,LSG,2,KH Pandya,Krunal Pandya,9,9,0,1,100,out, 4/ 105,9.6,Player
2023,1359480,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,LSG,2,MP Stoinis,Marcus Stoinis,21,18,0,1,116.66,out, 5/ 130,13.2,Player
2023,1359480,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,LSG,2,N Pooran,Nicholas Pooran,32,18,2,3,177.77,out, 6/ 156,15.6,Player
2023,1359480,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,LSG,2,A Badoni,Ayush Badoni,23,18,0,0,127.77,out, 7/ 195,19.3,Player
2023,1359480,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,LSG,2,K Gowtham,Krishnappa Gowtham,17,11,0,1,154.54,notout,,,Player
2023,1359480,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,LSG,2,MA Wood,Mark Wood,10,3,1,1,333.33,notout,,,Player
2023,1359481,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",Delhi,India,DC,1,DA Warner,David Warner,37,32,7,0,115.62,out, 3/ 67,8.2,Captain
2023,1359481,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",Delhi,India,DC,1,PP Shaw,Prithvi Shaw,7,5,1,0,140,out, 1/ 29,2.4,Player
2023,1359481,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",Delhi,India,DC,1,MR Marsh,Mitchell Marsh,4,4,1,0,100,out, 2/ 37,4.2,Player
2023,1359481,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",Delhi,India,DC,1,SN Khan,Sarfaraz Khan,30,34,2,0,88.23,out, 6/ 130,16.2,Player
2023,1359481,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",Delhi,India,DC,1,RR Rossouw,Rilee Rossouw,0,1,0,0,0,out, 4/ 67,8.3,Player
2023,1359481,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",Delhi,India,DC,1,Abishek Porel,Abishek Porel,20,11,0,2,181.81,out, 5/ 101,12.2,Player
2023,1359481,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",Delhi,India,DC,1,AR Patel,Axar Patel,36,22,2,3,163.63,out, 8/ 158,19.4,Player
2023,1359481,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",Delhi,India,DC,1,Aman Hakim Khan,Aman Hakim Khan,8,8,0,1,100,out, 7/ 148,18.4,Player
2023,1359481,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",Delhi,India,DC,1,Kuldeep Yadav,Kuldeep Yadav,1,1,0,0,100,notout,,,Player
2023,1359481,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",Delhi,India,DC,1,A Nortje,Anrich Nortje,4,2,1,0,200,notout,,,Player
2023,1359481,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",Delhi,India,GT,2,WP Saha,Wriddhiman Saha,14,7,2,1,200,out, 1/ 22,2.1,Player
2023,1359481,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",Delhi,India,GT,2,Shubman Gill,Shubman Gill,14,13,3,0,107.69,out, 2/ 36,4.1,Player
2023,1359481,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",Delhi,India,GT,2,B Sai Sudharsan,Sai Sudharsan,62,48,4,2,129.16,notout,,,Player
2023,1359481,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",Delhi,India,GT,2,HH Pandya,Hardik Pandya,5,4,1,0,125,out, 3/ 54,5.6,Captain
2023,1359481,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",Delhi,India,GT,2,V Shankar,Vijay Shankar,29,23,3,0,126.08,out, 4/ 107,13.2,Player
2023,1359481,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",Delhi,India,GT,2,DA Miller,David Miller,31,16,2,2,193.75,notout,,,Player
2023,1359482,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,PBKS,1,Prabhsimran Singh,Prabhsimran Singh,60,34,7,3,176.47,out, 1/ 90,9.4,Player
2023,1359482,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,PBKS,1,S Dhawan,Shikhar Dhawan,86,56,9,3,153.57,notout,,,Captain
2023,1359482,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,PBKS,1,PBB Rajapaksa,Bhanuka Rajapaksa,1,1,0,0,100,out, 1/ 92,10.1,Player
2023,1359482,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,PBKS,1,JM Sharma,Jitesh Sharma,27,16,2,1,168.75,out, 2/ 158,15.4,Player
2023,1359482,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,PBKS,1,Sikandar Raza,Sikandar Raza,1,2,0,0,50,out, 3/ 159,16.1,Player
2023,1359482,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,PBKS,1,M Shahrukh Khan,M Shahrukh Khan,11,10,1,0,110,out, 4/ 196,19.4,Player
2023,1359482,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,PBKS,1,SM Curran,Sam Curran,1,2,0,0,50,notout,,,Player
2023,1359482,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,RR,2,YBK Jaiswal,Yashasvi Jaiswal,11,8,1,1,137.5,out, 1/ 13,1.3,Player
2023,1359482,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,RR,2,R Ashwin,Ravichandran Ashwin,0,4,0,0,0,out, 2/ 26,3.2,Player
2023,1359482,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,RR,2,JC Buttler,Jos Buttler,19,11,1,1,172.72,out, 3/ 57,5.4,Player
2023,1359482,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,RR,2,SV Samson,Sanju Samson,42,25,5,1,168,out, 4/ 91,10.6,Captain
2023,1359482,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,RR,2,D Padikkal,Devdutt Padikkal,21,26,1,0,80.76,out, 6/ 124,14.6,Player
2023,1359482,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,RR,2,R Parag,Riyan Parag,20,12,1,2,166.66,out, 5/ 121,14.1,Player
2023,1359482,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,RR,2,SO Hetmyer,Shimron Hetmyer,36,18,1,3,200,out, 7/ 186,19.3,Player
2023,1359482,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,RR,2,DC Jurel,Dhruv Jurel,32,15,3,2,213.33,notout,,,Player
2023,1359482,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,RR,2,JO Holder,Jason Holder,1,1,0,0,100,notout,,,Player
